#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16aqf,2016-05-23 00:47:44,103.29577,-71.78739,16.93,19.59,0.30,"unknown",2016-05-27 11:51:16,"DN in outburst"
Gaia16aqe,2016-05-22 17:24:35,21.11632,-11.76499,17.38,19.58,0.11,"unknown",2016-05-27 11:48:26,"Candidate SN Ia"
Gaia16aqd,2016-05-20 20:00:29,307.04404,79.12607,19.63,18.49,0.47,"unknown",2016-05-27 11:46:26,"Candidate SN (old)"
Gaia16aqc,2016-05-23 05:36:38,26.23080,-21.81967,17.84,18.32,0.07,"unknown",2016-05-27 11:42:13,"rise in brightness of a distant galaxy, (z=0.4), blue spectrum"
Gaia16aqb,2016-05-23 06:59:30,206.20242,21.07991,18.51,,,"SN Ia",2016-05-27 11:39:58,"Candidate SN, on or near very faint SDSS galaxy aka CSS160427:134449+210448"
Gaia16aqa,2016-05-20 00:29:28,37.88069,-73.14878,18.89,,,"unknown",2016-05-25 17:39:10,"SN candidate close to galaxy GALEXASC J023131.13-730901.2, GSTEC predicts SN IIn"
Gaia16apz,2016-05-22 14:20:39,343.59640,61.84157,20.04,18.96,0.21,"unknown",2016-05-25 17:36:41,"Highly variable red source. Faded by 1.5 mag. Possible YSO"
Gaia16apy,2016-05-20 05:32:19,15.58365,-22.24128,17.98,,,"unknown",2016-05-24 23:51:43,"SN candidate in gakaxy  2MASX J01022019-2214287"
Gaia16apx,2016-05-19 17:31:48,13.86299,-22.31268,17.23,,,"unknown",2016-05-24 23:49:15,"SN candidate near galaxy 2MASX J00552693-2218476. GSTEC predicts SN IIn"
Gaia16apw,2016-05-19 01:00:11,191.70352,30.37098,18.64,,,"unknown",2016-05-24 23:45:16,"SN candidate 0.34 arcsec from centre of galaxy SDSS J124648.85+302215.2"
Gaia16apv,2016-05-21 07:56:26,279.17732,78.20002,17.76,19.25,0.21,"unknown",2016-05-23 13:26:06,">2 mag rise in UV source GALEXASC J183642.63+781159.8"
Gaia16apu,2016-05-21 07:51:45,255.99119,76.76952,17.10,19.17,0.25,"unknown",2016-05-23 13:08:01,"3 mag rise near radio source NVSS J170357+764611"
Gaia16apt,2016-05-20 13:57:55,189.25673,-22.43604,18.30,19.31,0.11,"unknown",2016-05-23 13:03:44,"1 mag increase near the centre of galaxy SDSS J123701.61-222609.8 (no prior variability in CRTS)"
Gaia16aps,2016-05-21 07:06:50,202.19835,33.18659,17.96,,,"unknown",2016-05-23 12:52:59,"blue transient near GALEXASC J132847.89+331113.8"
Gaia16apr,2016-05-19 07:27:39,183.40844,-50.39677,17.38,,,"unknown",2016-05-22 15:19:19,"blue transient on top of faint smudge in DSS2"
Gaia16apq,2016-05-18 06:37:12,187.68980,6.74821,18.73,19.40,0.08,"unknown",2016-05-22 15:18:12,"0.6 mag rise in QSO SDSS J123045.55+064453.5 (z=0.5)"
Gaia16app,2016-05-17 12:56:35,185.16122,28.63802,18.87,,,"unknown",2016-05-20 15:09:18,"Candidate SN near SDSS J122038.74+283814.2 GSTEC predicts SN IIp"
Gaia16apo,2016-05-17 12:17:19,185.84411,-13.15372,18.32,,,"unknown",2016-05-20 15:07:23,"Candidate SN near GALEXASC J122322.91-130913.5 GSTEC predicts SN Ia"
Gaia16apn,2016-05-17 18:15:36,186.29621,-15.18436,18.99,,,"unknown",2016-05-20 15:05:57,"Candidate SN near 2MASX J12251074-1511037 "
Gaia16apm,2016-05-17 04:44:50,5.71041,20.18340,19.18,19.99,0.14,"unknown",2016-05-20 13:08:13,"0.8 mag increase near centre of galaxy SDSS J002250.49+201100.2"
Gaia16apl,2016-05-17 10:59:02,5.76603,6.60496,18.89,,,"unknown",2016-05-20 13:04:59,"SN candidate close to GALEXASC J002303.62+063619.1, GSTEC predicts SN Ia"
Gaia16apk,2016-05-16 08:47:14,4.74446,30.53346,19.56,17.16,0.44,"unknown",2016-05-20 13:03:54,"Declining SN candidate"
Gaia16apj,2016-05-17 04:54:32,5.21133,10.76465,16.81,,,"unknown",2016-05-20 13:01:13,"SN candidate in edge-on SDSS galaxy, GSTEC predicts SN Ia"
Gaia16api,2016-05-17 11:06:18,5.51215,-0.31974,18.85,,,"unknown",2016-05-20 12:59:16,"Candidate SN near galaxy SDSS J002202.75-001911.6, GSTEC predicts SN IIn"
Gaia16aph,2016-05-17 01:44:39,169.25218,82.38259,18.43,,,"unknown",2016-05-20 11:33:53,"Candidate SN in galaxy 2MASX J11165943+8222585, GSTEC predicts SN 1a"
Gaia16apg,2016-05-16 05:59:55,185.10823,-29.62957,18.57,,,"unknown",2016-05-19 13:17:49,"Candidate SN in galaxy TOLOLO 00023"
Gaia16apf,2016-05-15 22:09:35,8.63916,54.47832,19.46,20.59,0.30,"unknown",2016-05-18 11:05:48,"2 mag brightening in faint blue source"
Gaia16ape,2016-05-16 03:00:19,3.36561,17.48269,18.66,,,"unknown",2016-05-18 10:01:33,"Candidate SN, GSTEC predicts SN IIp"
Gaia16apd,2016-05-16 19:09:55,180.71544,44.25761,17.35,,,"SLSN",2016-05-18 10:00:39,"Blue transient on top of faint galaxy SDSS J120251.71+441527.4"
Gaia16apc,2016-05-16 09:47:51,0.52346,-26.98003,16.65,,,"unknown",2016-05-18 09:54:49,"Candidate SN near 2MASXi J0002057-265846, GSTEC predicts SN Ia"
Gaia16apb,2016-05-15 07:57:23,39.87191,78.81069,16.44,19.01,0.31,"unknown",2016-05-17 15:53:33,"2.5 mag outburst in UV source GALEXASC J023929.18+784838.7"
Gaia16apa,2016-05-15 16:37:05,3.90946,26.61572,13.89,17.43,0.38,"CV",2016-05-17 15:46:47,"bright outburst in known CV 2MASS J00153821+2636574"
Gaia16aoz,2016-05-15 19:34:19,162.11514,71.72666,15.67,17.94,0.42,"QSO",2016-05-17 15:43:18,"3 mag rise in QSO 7C 104450.00+715929.00 over a year"
Gaia16aoy,2016-05-15 13:30:52,163.74706,68.19809,17.21,16.03,0.44,"unknown",2016-05-17 14:17:32,"Erratic decline in UV source GALEXASC J105459.25+681153.0"
Gaia16aox,2016-05-15 04:40:19,332.09485,-73.17685,18.84,,,"unknown",2016-05-17 09:49:55,"Candidate SN near GALEXASC J220822.19-731040.1"
Gaia16aow,2016-05-15 12:25:19,180.54278,-2.88633,19.59,20.60,0.32,"unknown",2016-05-17 09:47:07,"Gradual ~1 mag brightening in blue SDSS stellar source"
Gaia16aov,2016-05-11 09:00:10,352.00299,16.20014,18.10,,,"unknown",2016-05-16 11:37:12,"New source 2 arcsecond from nucleus of galaxy SDSS J232800.75+161202.3"
Gaia16aou,2016-05-14 12:51:26,172.23228,25.86132,17.66,,,"SN Ia",2016-05-16 06:50:01,"Candidate nuclear SN Ia, 0.5 arcsec from centre of star forming galaxy SDSS J112855.72+255140.3"
Gaia16aot,2016-05-14 12:37:15,175.20324,10.57167,18.69,,,"unknown",2016-05-16 06:47:27,"SN candidate near galaxy SDSS J114048.62+103417.4"
Gaia16aos,2016-05-14 12:15:34,178.90343,-12.27650,20.12,18.96,0.42,"unknown",2016-05-16 06:44:05,"Decline in radio source PKS B1153-119 "
Gaia16aor,2016-05-14 12:15:07,179.40153,-12.71908,19.38,20.19,0.12,"unknown",2016-05-16 06:39:30,"1 mag brightening in UV source GALEXASC J115736.42-124308.9"
Gaia16aoq,2016-05-14 00:14:07,177.98434,-13.41753,17.47,,,"SN II",2016-05-16 06:34:02,"SN observed in Gaia (originally discovered in February by ASASSN)"
Gaia16aop,2016-05-13 15:59:34,345.29734,-37.26906,17.26,,,"unknown",2016-05-16 00:30:03,"Candidate young SN Ia"
Gaia16aoo,2016-05-13 06:21:53,174.33607,-4.91015,16.90,,,"SN II-P",2016-05-16 00:27:21,"Candidate SN in 6dFGS gJ113720.6-045444"
Gaia16aon,2016-05-13 12:01:16,180.02216,-26.13291,17.63,18.51,0.05,"unknown",2016-05-16 00:24:10,"Red target brightening by 1 mag"
Gaia16aom,2016-05-13 02:50:59,359.08604,24.80800,17.71,,,"unknown",2016-05-16 00:20:16,"Candidate SN Ia in elliptical SDSS galaxy"
Gaia16aol,2016-05-12 00:18:04,171.08424,-8.34437,18.25,,,"unknown",2016-05-16 00:17:16,"Candidate young SN in IC 690 (z= 0.023)"
Gaia16aok,2016-05-12 05:54:47,179.56401,-31.78361,19.06,19.84,0.14,"unknown",2016-05-16 00:13:49,"increase in brightness of radio source NVSS J115815-314702"
Gaia16aoj,2016-05-12 04:45:31,354.50589,17.24455,19.22,20.36,0.16,"unknown",2016-05-16 00:09:40,"1mag increase in the core of SDSS galaxy"
Gaia16aoi,2016-05-12 03:18:13,349.36297,-0.10575,18.71,,,"unknown",2016-05-16 00:06:11,"candidate hostles SN Ia"
Gaia16aoh,2016-05-12 10:52:26,274.77002,-74.68995,16.31,19.78,0.27,"unknown",2016-05-15 22:17:45,"Candidate CV"
Gaia16aog,2016-05-10 19:15:14,140.14286,50.69629,18.56,17.50,0.16,"SN IIP",2016-05-15 22:15:51,"candidate SN on the decline"
Gaia16aof,2016-05-10 11:31:10,335.37237,-22.26272,16.23,,,"unknown",2016-05-15 22:12:51,"bright candidate SN"
Gaia16aoe,2016-05-11 06:04:40,173.36315,-21.64653,16.97,,,"unknown",2016-05-15 22:11:16,"Candidate CV"
Gaia16aod,2016-05-11 12:00:26,175.64444,-25.91259,17.71,,,"SN II",2016-05-15 22:08:24,"Candidate SN, GSTEC predicts SN IIp"
Gaia16aoc,2016-05-11 03:22:51,344.53224,-3.79117,17.89,,,"unknown",2016-05-15 22:06:53,"Candidate SN, GSTEC predicts SN IIp"
Gaia16aob,2016-05-10 17:56:08,175.79400,-29.77725,17.09,17.60,0.09,"unknown",2016-05-15 21:59:32,"1 mag brightening in candidate AGN 2MASX J11431053-2946384"
Gaia16aoa,2016-05-09 18:04:44,169.25451,-21.18385,19.31,20.37,0.16,"unknown",2016-05-12 15:22:33,"1 mag increase in faint DSS2 source"
Gaia16anz,2016-05-10 05:53:31,175.75442,-32.13676,19.28,20.32,0.18,"unknown",2016-05-12 15:21:15,"1 mag increase in radio source NVSS J114301-320812"
Gaia16any,2016-05-10 16:47:21,349.78636,15.72512,17.48,,,"unknown",2016-05-12 15:18:43,"SN candidate near galaxy SDSSCGB 54980.02"
Gaia16anx,2016-05-10 09:20:39,342.64215,-1.54230,17.94,,,"unknown",2016-05-12 15:15:50,"SN candidate in outskirts of elliptical galaxy NGC 7391"
Gaia16anw,2016-05-09 12:10:38,165.88967,-15.34934,18.23,,,"unknown",2016-05-11 16:38:22,"SN candidate near GALEXASC J110333.59-152056.9, GSTEC predicts SN Ia"
Gaia16anv,2016-05-09 16:47:59,346.88624,15.33963,18.70,,,"SN Ib",2016-05-11 16:36:37,"SN candidate near galaxy SDSS J230732.61+152015.8, GSTEC predicts SN Ia/Ibc"
Gaia16anu,2016-05-09 13:17:19,130.84772,51.63060,19.13,20.23,0.15,"unknown",2016-05-11 16:32:46,"SN candidate on top of faint galaxy SDSS J084323.44+513749.9"
Gaia16ant,2016-05-09 00:57:52,142.87555,32.54940,18.77,,,"unknown",2016-05-11 16:21:41,"SN candidate in outskirts of galaxy SDSS J093129.96+323251.5, GSTEC predicts SN Ia"
Gaia16ans,2016-05-08 16:12:22,2.89758,45.82960,18.74,,,"unknown",2016-05-11 10:09:13,"Gradual brightening followed by steep rise near radio source NVSS J001135+454948"
Gaia16anr,2016-05-08 18:45:18,148.01335,19.65202,18.53,,,"unknown",2016-05-10 22:50:15,"SN candidate in the outskirts of SDSS starforming galaxy"
Gaia16anq,2016-05-08 13:18:41,123.58711,51.75514,18.86,,,"unknown",2016-05-10 22:42:01,"SN candidate near the centre of SDSS starforming galaxy"
Gaia16anp,2016-05-08 06:11:11,302.23435,-51.23437,16.05,,,"unknown",2016-05-10 22:36:20,"4 mag outburst in faint source, candidate CV"
Gaia16ano,2016-05-08 16:36:51,348.30458,25.39349,19.09,,,"unknown",2016-05-10 22:32:53,"1.5 mag rise in faint SDSS point source"
Gaia16ann,2016-05-05 16:35:00,340.45870,28.72065,18.22,,,"AGN",2016-05-10 22:24:28,"Slow rise in galaxy nucleus, QSO ? Classified in ATEL #9240"
Gaia16anm,2016-05-07 12:00:36,164.47559,-25.15805,17.30,,,"QSO",2016-05-10 22:10:12,"Almost 1 mag rise in QSO GALEXASC J105754.11-250928.8"
Gaia16anl,2016-05-05 23:56:21,162.11947,-29.46984,17.58,,,"unknown",2016-05-10 17:49:33,"possible QSO, 2MASS J10482866-2928115 "
Gaia16ank,2016-05-05 04:31:57,281.46049,-50.92365,18.36,,,"unknown",2016-05-10 17:40:29,"apparently hostless transient"
Gaia16anj,2016-05-06 10:42:12,272.73325,-58.76405,18.11,,,"unknown",2016-05-10 17:38:17,"Extremely blue transient. CV candidate"
Gaia16ani,2016-05-05 06:15:49,148.21328,-11.37226,18.22,,,"SN II",2016-05-10 17:35:55,"SN candidate in DSS galaxy"
Gaia16anh,2016-05-05 06:13:45,149.44870,-13.32809,18.40,,,"unknown",2016-05-10 17:33:26,"blue transient, candidate SN or CV"
Gaia16ang,2016-05-07 16:14:57,306.98521,-42.92939,16.47,,,"unknown",2016-05-10 16:15:25,"SN candidate at edge of galaxy ESO 285-IG 015. GSTEC predicts SN Ia close to peak"
Gaia16anf,2016-05-07 12:29:57,150.01559,3.64193,18.75,,,"unknown",2016-05-10 16:11:04,"SN candidate in emission line galaxy SDSS J100003.26+033836.4. GSTEC predicts SN Ia"
Gaia16ane,2016-05-07 18:05:48,162.20551,-20.26395,15.95,,,"SN Ia",2016-05-10 16:04:36,"Bright candidate SN offset from faint blue galaxy GALEXASC J104848.62-201544.1"
Gaia16and,2016-05-06 22:33:09,345.27229,29.27966,18.22,,,"unknown",2016-05-10 15:56:19,"Candidate SN offset 13 arcsec from faint blue galaxy SDSS J230106.30+291642.5 GSTEC predicts SN Ia"
Gaia16anc,2016-05-04 18:16:48,145.56392,-10.76708,18.57,,,"unknown",2016-05-10 14:09:46,"Candidate SN near 2MASX J09421538-1046040"
Gaia16anb,2016-05-05 01:34:36,165.01999,-37.10599,18.60,,,"unknown",2016-05-10 14:07:32,"Candidate SN near 2MASX J11000500-3706207, GSTEC predicts SN IIp"
Gaia16ana,2016-05-04 00:10:57,145.62167,-16.97413,18.70,,,"SN II",2016-05-10 14:04:52,"Candidate SN, GSTEC predicts SN IIp"
Gaia16amz,2016-05-04 05:52:54,298.28452,-31.34783,18.71,,,"unknown",2016-05-10 14:00:43,"Candidate SN near 2MASX J19530846-3120548, GSTEC predicts SN Ia"
Gaia16amy,2016-05-03 13:14:20,103.77085,42.28340,18.15,,,"unknown",2016-05-10 13:58:41,"Candidate SN near 2MASX J06550500+4216568, GSTEC predicts SN Ia"
Gaia16amx,2016-05-03 23:42:31,166.52288,-42.12759,18.64,,,"unknown",2016-05-10 13:56:21,"Candidate SN. GSTEC predicts SN Ia"
Gaia16amw,2016-05-06 08:54:05,339.43928,23.78721,17.82,,,"unknown",2016-05-10 13:53:50,"Candidate SN in NGC 7339. GSTEC predicts SN Ibc at +75 dy"
Gaia16amv,2016-05-04 21:56:05,14.54210,56.37936,18.84,,,"unknown",2016-05-10 13:41:59,">1 mag decline in variable reddish star, candidate RCrB"
Gaia16amu,2016-04-30 00:48:43,108.32337,16.46456,18.30,,,"unknown",2016-05-09 21:26:44,"New source on top of a faint smudge in DSS2, <2 arcsecs from X-ray source 1WGA J0713.2+1627"
Gaia16amt,2016-05-03 00:43:14,123.99881,13.71464,19.02,,,"AGN",2016-05-09 21:19:17,"Brightening in AGN 2MASX J08155970+1342524"
Gaia16ams,2016-05-05 02:53:03,335.99584,25.74042,17.42,,,"unknown",2016-05-09 08:59:49,"1mag drop in star, candidate RCrB"
Gaia16amr,2016-05-04 06:22:31,140.59864,-5.48531,19.13,,,"QSO",2016-05-09 08:51:15,"1.5mag drop in QSO 2MASS J09222366-0529071 after a flaring episode"
Gaia16amq,2016-05-01 06:27:19,125.14253,-3.25996,18.60,,,"unknown",2016-05-09 08:46:47,"Blue transient next to galaxy 2MASX J08203455-0315357"
Gaia16amp,2016-05-05 19:28:51,96.17998,55.78027,17.29,,,"unknown",2016-05-09 08:41:50,"Blue hostless transient"
Gaia16amo,2016-05-04 08:44:25,338.84148,33.04547,17.89,,,"unknown",2016-05-08 06:17:31,"Blue star brightens by 1.5mag and gets redder"
Gaia16amn,2016-04-29 07:15:30,87.00842,39.73395,18.24,,,"unknown",2016-05-08 06:10:23,"Hostless transient, candidate CV"
Gaia16amm,2016-04-30 11:56:17,141.67931,-33.05289,17.99,,,"unknown",2016-05-08 06:05:59,"Blue transient on top of faint DSS2 source"
Gaia16aml,2016-05-04 07:16:54,104.72911,45.33239,16.37,,,"unknown",2016-05-08 06:01:00,"Candidate SN, GSTEC predicts SN Ia at z=0.03, pre-max"
Gaia16amk,2016-04-28 06:09:31,122.59271,-22.80749,18.39,,,"unknown",2016-05-06 16:41:18,"blue transient next to DSS source"
Gaia16amj,2016-05-01 05:58:34,142.74108,-30.52176,19.20,,,"unknown",2016-05-06 16:35:30,"1 mag increase in radio source NVSS J093057-303116"
Gaia16ami,2016-05-03 23:58:02,154.19933,-28.80282,16.92,,,"unknown",2016-05-06 16:31:38,"candidate CV"
Gaia16amh,2016-05-03 16:30:03,337.20070,34.43511,16.98,,,"unknown",2016-05-06 16:28:56,"Candidate hostless SN, GSTEC predicts SN Ia"
Gaia16amg,2016-05-02 01:11:31,100.49513,38.60624,17.68,,,"unknown",2016-05-05 15:32:24,"Candidate SN, GSTEC predicts SN Ia"
Gaia16amf,2016-05-01 16:23:13,335.95047,41.56259,17.74,,,"SN Ia",2016-05-05 15:30:47,"Candidate SN, GSTEC predicts SN Ia"
Gaia16ame,2016-05-01 15:50:53,17.00196,58.85840,16.56,,,"unknown",2016-05-05 14:38:45,">3 mag blue flare, previous outburst seen in Gaia data"
Gaia16amd,2016-05-01 15:23:06,308.87405,6.61465,16.49,,,"unknown",2016-05-05 14:37:05,">3mag blue flare in the galactic plane, possible CV"
Gaia16amc,2016-04-26 11:40:28,138.16940,-50.78253,18.60,,,"unknown",2016-05-05 14:28:54,"SN candidate, GSTEC predics SN Ibc"
Gaia16amb,2016-04-28 18:03:39,128.71274,-27.90885,17.19,,,"unknown",2016-05-05 14:23:35,"Blue featureless bright object discovered end January by PS1 as AT 2016sw"
Gaia16ama,2016-04-26 04:01:06,344.98905,62.42560,18.46,,,"unknown",2016-05-04 22:13:51,"Variable star showing sudden 1.5 mag decrease. Possible YSO or RCrB candidate"
Gaia16alz,2016-04-26 17:24:18,283.75556,1.64915,17.62,,,"unknown",2016-05-04 22:04:26,"0.3 mag increase in reddened source"
Gaia16aly,2016-04-27 06:43:37,100.14171,9.80808,18.95,,,"unknown",2016-05-04 12:34:22,"Young star in open cluster NGC2264 fading by 0.6 mags"
Gaia16alx,2016-04-23 18:13:02,99.48081,-22.07391,18.13,,,"unknown",2016-04-27 17:05:27,"candidate CV"
Gaia16alw,2016-04-19 05:31:21,256.47456,-1.16354,18.63,,,"unknown",2016-04-27 11:18:48,"Two 0.5 mag outbursts seen in Gaia for faint DSS2 source"
Gaia16alv,2016-04-21 21:26:05,269.14055,15.89548,18.18,,,"QSO",2016-04-25 23:23:09,"variable QSO"
Gaia16alu,2016-04-22 12:34:31,86.68816,0.06292,18.22,,,"YSO",2016-04-25 23:14:56,"YSO has faded 0.8 mags"
Gaia16alt,2016-04-23 10:05:23,325.74996,66.19105,16.90,,,"YSO",2016-04-25 15:12:31,"1.5 mag decline in YSO V* V350 Cep"
Gaia16als,2016-04-20 06:29:32,80.42329,-4.18624,18.00,,,"unknown",2016-04-24 17:17:48,"candidate CV, previous outbursts seen by MASTER and CRTS"
Gaia16alr,2016-04-19 20:06:49,343.05848,79.82330,18.50,,,"unknown",2016-04-22 13:09:56,"Candidate SN"
Gaia16alq,2016-04-21 15:08:45,273.12232,31.27981,17.01,,,"SN Ia",2016-04-22 13:07:50,"Candidate SN"
Gaia16alp,2016-04-20 05:36:36,99.74629,-60.27355,15.40,,,"unknown",2016-04-22 13:05:21,"Candidate CV or DN in outburst"
Gaia16alo,2016-04-20 10:18:09,285.60297,63.68497,17.73,,,"unknown",2016-04-22 13:02:54,"Candidate SN near GALEXASC J190224.49+634105.7"
Gaia16aln,2016-04-18 18:11:09,78.33069,-22.49049,18.44,,,"unknown",2016-04-22 12:59:51,"Hostless blue transient, candidate SN"
Gaia16alm,2016-04-18 12:38:52,74.28211,6.75200,17.62,,,"AGN",2016-04-20 17:05:23,"AGN 4C +06.21 (with historic outburst in Gaia)"
Gaia16all,2016-04-18 11:22:16,96.83553,-75.22593,19.15,,,"unknown",2016-04-20 17:04:01,"CV candidate (with historic outbursts in Gaia, OGLE and ASSASN)"
Gaia16alk,2016-04-18 09:16:07,257.11086,25.51416,18.19,,,"SN II",2016-04-20 17:02:01,"SN candidate, aka AT2016brw"
Gaia16alj,2016-04-18 11:18:01,256.04740,11.13755,18.72,,,"unknown",2016-04-20 17:00:47,"SN candidate, apparently hostless"
Gaia16ali,2016-04-15 23:31:28,63.96677,-62.28746,18.84,,,"unknown",2016-04-19 13:19:50,"SN candidate near centre of galaxy GALEXASC J041551.89-621715.5"
Gaia16alh,2016-04-17 07:40:59,67.80235,67.79721,17.92,,,"unknown",2016-04-19 07:03:51,"SN candidate"
Gaia16alg,2016-04-17 18:11:00,74.19962,-21.65315,18.73,,,"unknown",2016-04-19 07:02:56,"SN candidate"
Gaia16alf,2016-04-16 11:04:33,250.06748,22.78287,18.73,,,"SN Ia",2016-04-19 06:59:28,"Nuclear SN/AGN candidate at centre of galaxy 2MASX J16401616+2246580"
Gaia16ale,2016-04-15 17:55:47,66.12539,-35.24250,18.31,,,"unknown",2016-04-18 13:37:27,"SN candidate (very blue, possibly young)"
Gaia16ald,2016-04-14 04:42:30,268.46354,-64.29441,15.82,,,"unknown",2016-04-18 13:35:15,"Candidate CV"
Gaia16alc,2016-04-13 15:08:36,81.98605,51.14289,18.70,,,"unknown",2016-04-15 18:04:21,"Red transient on top of faint DSS2 source"
Gaia16alb,2016-04-13 13:49:31,112.04606,72.57537,17.22,,,"SN IIP",2016-04-15 18:01:20,"aka SN 2016bkx (GSTEC predicts SN IIP)"
Gaia16ala,2016-04-12 13:24:53,88.98907,52.56714,19.05,,,"unknown",2016-04-14 23:00:06,"Candidate SN or CV, faint smudge underneath in DSS2"
Gaia16akz,2016-04-13 01:12:49,79.93469,42.81528,18.04,,,"unknown",2016-04-14 22:56:41,"Hostless blue transient, possible CV or SN"
Gaia16aky,2016-04-12 19:31:11,92.45170,57.96038,18.97,,,"unknown",2016-04-14 22:53:41,"Candidate SN near 2MASX J06094802+5757370 GSTEC predicts SN Ia"
Gaia16akx,2016-04-11 15:03:57,87.82992,45.68630,18.85,,,"unknown",2016-04-14 11:34:37,"Candidate SN"
Gaia16akw,2016-04-11 17:41:31,46.39211,-41.11268,17.28,,,"unknown",2016-04-14 11:33:13,"Candidate SN near LCRS B030342.5-411826 GSTEC predicts SN Ia"
Gaia16akv,2016-04-10 11:15:43,14.77043,-58.53204,18.98,,,"unknown",2016-04-14 11:31:49,"Candidate SN"
Gaia16aku,2016-04-08 11:16:39,14.30246,-50.83632,18.54,,,"unknown",2016-04-14 11:30:25,"Candidate SN near GALEXASC J005712.70-505013.9"
Gaia16akt,2016-04-10 15:56:19,173.78282,64.48109,18.46,,,"unknown",2016-04-13 15:21:28,"Candidate SN near SDSS J113508.01+642858.0 "
Gaia16aks,2016-04-10 17:45:32,47.20201,-35.23092,19.56,,,"SN Ia",2016-04-13 15:17:54,"Candidate SN aka ASASSN-15pz"
Gaia16akr,2016-04-08 10:29:22,291.47841,-46.31764,16.49,,,"unknown",2016-04-12 16:49:02,"Candidate CV in outburst, previous outburst seen ~200 dy ago"
Gaia16akq,2016-04-10 04:45:26,306.73569,-60.30767,16.53,,,"unknown",2016-04-12 16:46:15,"Candidate CV in outburst. Previous outburst seen ~1 yr ago."
Gaia16akp,2016-04-09 16:29:37,284.96437,-48.83467,18.52,,,"unknown",2016-04-12 16:43:13,"Candidate SN near centre of DSS2 extended source"
Gaia16ako,2016-04-08 23:45:47,45.31765,-31.43769,17.67,,,"unknown",2016-04-11 10:34:35,"Strong variability in flat spectrum radio source PKS 0259-316"
Gaia16akn,2016-04-07 16:42:26,314.93640,-51.09012,15.52,,,"unknown",2016-04-09 22:17:49,">4mag outburst of a source with previously known outbursts in CRTS and ASAS. Candidate CV"
Gaia16akm,2016-04-06 10:45:35,325.24161,-47.74288,18.94,,,"unknown",2016-04-09 22:12:26,"Candidate SN"
Gaia16akl,2016-04-07 03:39:56,254.43923,-4.73485,18.80,,,"unknown",2016-04-09 22:10:10,"Hostless transient, previously seen in CRTS (CV?)"
Gaia16akk,2016-04-06 19:46:00,137.46295,47.89666,18.78,,,"SN Ia",2016-04-08 10:09:26,"Blue flare on the centre of SDSS galaxy"
Gaia16akj,2016-04-05 16:45:15,327.14739,-45.60787,18.88,,,"unknown",2016-04-08 10:08:17,"Candidate SN"
Gaia16aki,2016-04-06 03:15:51,239.79400,14.64151,18.52,,,"SN Ia",2016-04-08 10:06:09,"Candidate SN in SDSS J155910.36+143829.4  GSTEC predicts SN Ia"
Gaia16akh,2016-04-05 17:03:14,241.60592,14.26907,18.67,,,"unknown",2016-04-07 19:47:35,"very short (<1min) flare on SDSS star (possibly faint galaxy)"
Gaia16akg,2016-04-03 21:09:47,121.11547,29.12771,18.50,,,"unknown",2016-04-05 10:07:32,"Blue transient 0.8 arcsecs from centre of starforming galaxy SDSS J080427.74+290739.2 z=0.059)"
Gaia16akf,2016-04-04 09:10:54,239.91236,19.08474,18.44,,,"SN Ib",2016-04-05 10:06:19,"Transient near centre of star forming galaxy SDSS J155938.96+190504.9 (z=0.031) aka PS16bkm"
Gaia16ake,2016-04-02 12:53:26,102.16941,8.46212,18.12,,,"unknown",2016-04-05 10:00:48,"Candidate CV"
Gaia16akd,2016-04-02 01:43:22,61.65676,-24.91402,17.17,,,"unknown",2016-04-05 09:59:52,"Candidate CV"
Gaia16akc,2016-04-04 07:57:59,68.08659,-12.36417,17.86,,,"unknown",2016-04-05 09:32:29,"Candidate SN, apparently hostless. GSTEC predicts SN 2n."
Gaia16akb,2016-04-03 13:41:44,139.74371,35.91148,18.86,,,"SN Ia",2016-04-05 09:31:31,"Candidate SN in the outskirts of galaxy SDSS J091858.70+355439.9. GSTEC predicts SN Ia at 0 days"
Gaia16aka,2016-03-31 14:44:52,222.03436,37.23296,18.37,,,"unknown",2016-04-04 23:30:26,"1mag increase at centre of faint SDSS galaxy"
Gaia16ajz,2016-04-01 13:35:32,55.62677,-29.77902,18.14,,,"unknown",2016-04-04 23:29:34,"Slow rise and colour change at/near centre of a galaxy"
Gaia16ajy,2016-04-01 23:44:17,50.28121,-31.31276,19.29,,,"SN",2016-04-04 23:28:18,"SN caught at late times, aka ASASSN-15og \"similar to the Type Ia-CSM/Type IIn SN 2005j\" (ATEL 7932)"
Gaia16ajx,2016-03-31 09:08:48,250.42118,26.92536,18.56,,,"unknown",2016-04-04 23:23:16,"Candidate SN"
Gaia16ajw,2016-04-01 13:33:44,53.91407,-30.62033,18.76,,,"unknown",2016-04-04 18:23:15,"Candidate SN"
Gaia16ajv,2016-04-01 14:55:18,115.72458,14.80113,18.68,,,"SN Ia",2016-04-04 18:21:40,"Candidate SN in 2MASX J07425397+1448004 GSTEC predicts SN Ia"
Gaia16aju,2016-04-01 03:00:35,239.17885,29.81386,18.36,,,"unknown",2016-04-04 18:20:09,"Candidate SN in 2MASX J15564283+2948476"
Gaia16ajt,2016-03-31 13:04:27,115.66455,9.17876,18.09,,,"unknown",2016-04-04 16:04:15,"Candidate CV"
